EntityType,EntityName,PolicyName,PolicyType,Sid,Action,Resource
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,cleanrooms:ListPrivacyBudgets,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,cleanrooms:ListProtectedQueries,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,cleanrooms:ListSchemas,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,cleanrooms:ListTagsForResource,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,cleanrooms:PreviewPrivacyImpact,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,cloud9:Describe*,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,cloud9:List*,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,clouddirectory:BatchRead,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,clouddirectory:Get*,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,clouddirectory:List*,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,clouddirectory:LookupPolicy,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,cloudformation:Describe*,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,cloudformation:Detect*,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,cloudformation:Estimate*,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,cloudformation:Get*,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,cloudformation:List*,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,cloudformation:ValidateTemplate,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,cloudfront-keyvaluestore:Describe*,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,cloudfront-keyvaluestore:Get*,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,cloudfront-keyvaluestore:List*,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,cloudfront:Describe*,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,cloudfront:Get*,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,cloudfront:List*,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,cloudhsm:Describe*,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,cloudhsm:List*,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,cloudsearch:Describe*,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,cloudsearch:List*,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,cloudtrail:Describe*,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,cloudtrail:Get*,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,cloudtrail:List*,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,cloudtrail:LookupEvents,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,cloudwatch:Describe*,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,cloudwatch:GenerateQuery,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,cloudwatch:Get*,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,cloudwatch:List*,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,codeartifact:DescribeDomain,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,codeartifact:DescribePackage,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,codeartifact:DescribePackageVersion,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,codeartifact:DescribeRepository,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,codeartifact:GetAuthorizationToken,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,codeartifact:GetDomainPermissionsPolicy,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,codeartifact:GetPackageVersionAsset,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,codeartifact:GetPackageVersionReadme,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,codeartifact:GetRepositoryEndpoint,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,codeartifact:GetRepositoryPermissionsPolicy,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,codeartifact:ListDomains,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,codeartifact:ListPackageVersionAssets,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,codeartifact:ListPackageVersionDependencies,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,codeartifact:ListPackageVersions,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,codeartifact:ListPackages,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,codeartifact:ListRepositories,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,codeartifact:ListRepositoriesInDomain,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,codeartifact:ListTagsForResource,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,codeartifact:ReadFromRepository,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,codebuild:BatchGet*,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,codebuild:DescribeCodeCoverages,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,codebuild:DescribeTestCases,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,codebuild:List*,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,codecatalyst:GetBillingAuthorization,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,codecatalyst:GetConnection,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,codecatalyst:GetPendingConnection,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,codecatalyst:ListConnections,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,codecatalyst:ListIamRolesForConnection,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,codecatalyst:ListTagsForResource,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,codecommit:BatchGet*,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,codecommit:Describe*,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,codecommit:Get*,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,codecommit:GitPull,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,codecommit:List*,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,codedeploy:BatchGet*,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,codedeploy:Get*,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,codedeploy:List*,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,codeguru-profiler:Describe*,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,codeguru-profiler:Get*,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,codeguru-profiler:List*,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,codeguru-reviewer:Describe*,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,codeguru-reviewer:Get*,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,codeguru-reviewer:List*,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,codepipeline:Get*,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,codepipeline:List*,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,codestar-connections:GetConnection,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,codestar-connections:GetHost,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,codestar-connections:GetRepositoryLink,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,codestar-connections:GetRepositorySyncStatus,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,codestar-connections:GetResourceSyncStatus,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,codestar-connections:GetSyncConfiguration,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,codestar-connections:ListConnections,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,codestar-connections:ListHosts,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,codestar-connections:ListRepositoryLinks,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,codestar-connections:ListRepositorySyncDefinitions,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,codestar-connections:ListSyncConfigurations,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,codestar-connections:ListTagsForResource,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,codestar-notifications:ListTargets,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,codestar-notifications:describeNotificationRule,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,codestar-notifications:listEventTypes,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,codestar-notifications:listNotificationRules,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,codestar-notifications:listTagsForResource,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,codestar:Describe*,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,codestar:Get*,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,codestar:List*,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,codestar:Verify*,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,cognito-identity:Describe*,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,cognito-identity:GetCredentialsForIdentity,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,cognito-identity:GetIdentityPoolAnalytics,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,cognito-identity:GetIdentityPoolDailyAnalytics,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,cognito-identity:GetIdentityPoolRoles,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,cognito-identity:GetIdentityProviderDailyAnalytics,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,cognito-identity:GetOpenIdToken,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,cognito-identity:GetOpenIdTokenForDeveloperIdentity,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,cognito-identity:List*,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,cognito-identity:Lookup*,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,cognito-idp:AdminGet*,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,cognito-idp:AdminList*,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,cognito-idp:Describe*,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,cognito-idp:Get*,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,cognito-idp:List*,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,cognito-sync:Describe*,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,cognito-sync:Get*,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,cognito-sync:List*,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,cognito-sync:QueryRecords,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,comprehend:BatchDetect*,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,comprehend:Classify*,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,comprehend:Contains*,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,comprehend:Describe*,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,comprehend:Detect*,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,comprehend:List*,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,compute-optimizer:DescribeRecommendationExportJobs,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,compute-optimizer:GetAutoScalingGroupRecommendations,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,compute-optimizer:GetEBSVolumeRecommendations,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,compute-optimizer:GetEC2InstanceRecommendations,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,compute-optimizer:GetEC2RecommendationProjectedMetrics,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,compute-optimizer:GetECSServiceRecommendationProjectedMetrics,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,compute-optimizer:GetECSServiceRecommendations,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,compute-optimizer:GetEffectiveRecommendationPreferences,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,compute-optimizer:GetEnrollmentStatus,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,compute-optimizer:GetEnrollmentStatusesForOrganization,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,compute-optimizer:GetIdleRecommendations,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,compute-optimizer:GetLambdaFunctionRecommendations,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,compute-optimizer:GetLicenseRecommendations,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,compute-optimizer:GetRDSDatabaseRecommendationProjectedMetrics,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,compute-optimizer:GetRDSDatabaseRecommendations,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,compute-optimizer:GetRecommendationPreferences,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,compute-optimizer:GetRecommendationSummaries,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,config:BatchGetAggregateResourceConfig,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,config:BatchGetResourceConfig,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,config:Deliver*,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,config:Describe*,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,config:Get*,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,config:List*,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,config:SelectAggregateResourceConfig,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,config:SelectResourceConfig,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,connect:Describe*,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,connect:GetContactAttributes,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,connect:GetCurrentMetricData,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,connect:GetCurrentUserData,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,connect:GetFederationToken,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,connect:GetMetricData,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,connect:GetMetricDataV2,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,connect:GetTaskTemplate,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,connect:GetTrafficDistribution,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,connect:List*,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,consoleapp:GetDeviceIdentity,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,consoleapp:ListDeviceIdentities,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,consolidatedbilling:GetAccountBillingRole,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,consolidatedbilling:ListLinkedAccounts,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,controlcatalog:ListCommonControls,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,controlcatalog:ListDomains,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,controlcatalog:ListObjectives,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,cost-optimization-hub:GetPreferences,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,cost-optimization-hub:GetRecommendation,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,cost-optimization-hub:ListEnrollmentStatuses,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,cost-optimization-hub:ListRecommendationSummaries,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,cost-optimization-hub:ListRecommendations,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,cur:GetClassicReport,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,cur:GetClassicReportPreferences,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,cur:GetUsageReport,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,customer-verification:GetCustomerVerificationDetails,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,customer-verification:GetCustomerVerificationEligibility,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,databrew:DescribeDataset,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,databrew:DescribeJob,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,databrew:DescribeJobRun,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,databrew:DescribeProject,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,databrew:DescribeRecipe,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,databrew:DescribeRuleset,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,databrew:DescribeSchedule,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,databrew:ListDatasets,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,databrew:ListJobRuns,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,databrew:ListJobs,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,databrew:ListProjects,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,databrew:ListRecipeVersions,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,databrew:ListRecipes,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,databrew:ListRulesets,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,databrew:ListSchedules,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,databrew:ListTagsForResource,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,dataexchange:Get*,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,dataexchange:List*,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,datapipeline:Describe*,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,datapipeline:EvaluateExpression,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,datapipeline:Get*,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,datapipeline:List*,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,datapipeline:QueryObjects,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,datapipeline:Validate*,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,datasync:Describe*,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,datasync:List*,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,datazone:GetAsset,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,datazone:GetAssetType,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,datazone:GetDataProduct,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,datazone:GetDataSource,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,datazone:GetDataSourceRun,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,datazone:GetDomain,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,datazone:GetDomainSharingPolicy,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,datazone:GetDomainUnit,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,datazone:GetEnvironment,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,datazone:GetEnvironmentAction,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,datazone:GetEnvironmentBlueprint,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,datazone:GetEnvironmentBlueprintConfiguration,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,datazone:GetEnvironmentProfile,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,datazone:GetFormType,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,datazone:GetGlossary,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,datazone:GetGlossaryTerm,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,datazone:GetGroupProfile,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,datazone:GetLineageNode,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,datazone:GetListing,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,datazone:GetMetadataGenerationRun,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,datazone:GetProject,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,datazone:GetProjectProfile,*
Role,CrossAccountReader,ReadOnlyAccess,RoleManaged,ReadOnlyActionsGroup1,datazone:GetSubscription,*
